hero_id,InitialStrength,Strengthgain,InitialIntelligence,Intelligencegain,InitialAgility,Agilitygain,avg_hero_damage,avg_tower_damage,avg_hero_healing,avg_assists,avg_deaths,avg_GMP,avg_last_hits,avg_gold_difference,avg_duration,avg_win_rate_percent
1,23,1.3,12,1.8,22,2.8,19579.00892,3846.9699,65.9264214,8.031215162,6.927536232,539.4749164,305.9253066,539.4749164,2535.770346,0.5
2,25,2.8,18,1.6,20,2.2,28414.22445,1053.822859,14.49861878,13.37223757,10.14088398,429.0010359,155.7241022,429.0010359,2602.242058,0.53
3,23,2.4,23,2.4,23,2.4,12206.94595,528.6904177,130.8771499,13.6019656,9.717444717,283.3464373,46.77641278,283.3464373,2561.818182,0.41
4,24,2.7,18,1.7,24,3,27274.18014,2833.654381,253.9913501,11.53215495,9.961263633,493.5306506,204.8864235,493.5306506,2573.431741,0.5
5,18,2.2,14,2.9,16,1.6,16058.90834,595.1634456,151.1827719,16.71893981,10.76697957,346.6537824,66.69353948,346.6537824,2559.470458,0.54
6,17,1.9,15,1.4,23,2.2,18635.3772,4266.029743,16.42676881,11.4646237,9.731410545,440.3028391,187.7751239,440.3028391,2547.430825,0.5
7,22,3.2,16,1.8,12,1.4,21030.80171,786.0494604,97.77652878,15.54811151,9.606115108,363.8421763,106.0890288,363.8421763,2638.713579,0.5
8,21,2.2,14,1.4,36,2.4,22748.81769,2929.564982,4586.386282,9.993381468,8.383273165,484.8965102,232.4711191,484.8965102,2510.872443,0.47
9,18,2.2,17,1.7,18,3.2,19846.01049,1906.839847,64.93040991,16.94756911,8.064823642,403.5872259,150.3612965,403.5872259,2639.865586,0.53
10,20,2.3,13,1.1,24,3.7,24267.87515,4269.837456,51.96466431,9.111896349,7.309776207,495.3203769,207.2249706,495.3203769,2480.451119,0.49
11,16,2.3,18,2,20,2.9,26608.67434,3278.887468,26.34441603,10.49190111,8.876385337,503.0315431,249.5669224,503.0315431,2594.769821,0.46
12,19,2,19,2,29,2.6,20835.3117,2533.574519,73.70753205,10.875,8.647435897,452.9775641,207.369391,452.9775641,2575.148237,0.48
13,17,2.2,23,2.4,22,1.7,20249.59394,953.4484848,53.53939394,12.74545455,9.903030303,410.4787879,138.0727273,410.4787879,2553.163636,0.38
14,25,3.5,14,1.5,14,1.5,21440.85161,594.9188286,268.3404088,15.86615566,10.45420597,371.4667846,69.67177673,371.4667846,2577.832351,0.53
15,22,2.6,21,1.8,22,1.8,22892.46693,2063.949416,16.76264591,12.52918288,10.70038911,412.5564202,166.1478599,412.5564202,2605.821012,0.41
16,22,2.9,16,1.8,19,2.1,18793.07941,454.2970588,82.56764706,16.10588235,10.08529412,369.6823529,124.6264706,369.6823529,2612.594118,0.49
17,21,2,22,3,22,1.5,29304.37296,1269.548317,28.82301846,13.00760043,8.447339848,481.7187839,203.3897937,481.7187839,2641.163409,0.52
18,23,3,16,1.3,21,2,26247.10661,2770.204959,19.40330579,11.29090909,9.201652893,470.5206612,223.1140496,470.5206612,2620.031405,0.51
19,30,3.6,17,1.6,0,0,21987.88391,2003.295316,55.16904277,11.55397149,8.523421589,389.3625255,133.3971487,389.3625255,2527.885947,0.46
20,19,2.9,13,1.5,27,3.3,19382.72162,1558.326165,271.339307,17.04301075,10.24731183,357.8554361,95.22700119,357.8554361,2591.801673,0.53
21,17,3,18,2.6,17,1.4,23907.42611,2391.131892,30.0419056,12.64005293,8.4600794,420.0110278,150.0220556,420.0110278,2616.237759,0.46
22,21,2.1,20,2.7,11,1.2,41402.16122,463.6176471,65.13235294,19.89215686,8.846405229,404.9553377,134.6737473,404.9553377,2660.101307,0.56
23,24,3.3,18,1.5,14,1.3,26083.3728,1680.560665,64.9109589,12.81506849,8.520547945,465.4882583,213.1399217,465.4882583,2644.701566,0.48
25,20,2,28,3.2,16,1.5,23073.48923,2314.007179,46.10871795,10.03179487,10.23897436,433.5692308,174.5364103,433.5692308,2638.398974,0.41
26,18,2.2,18,3,15,1.5,12611.22998,511.4028961,98.75809199,13.90971039,10.97870528,310.2819421,51.17802385,310.2819421,2577.353492,0.49
27,23,2.3,21,3,16,1.6,14084.57912,3103.416546,174.1125541,15.14766715,11.93939394,338.7335257,87.77922078,338.7335257,2525.573834,0.5
28,21,3.1,15,1.5,17,2.4,14306.72776,1016.935943,56.51423488,14.13879004,9.318505338,356.7882562,109.9501779,356.7882562,2565.190391,0.46
29,22,3.3,16,1.7,15,1.5,17277.21616,680.7816594,893.1768559,18.19650655,8.323144105,334.0895197,101.0720524,334.0895197,2592.604803,0.48
30,18,2.3,22,2.9,13,1.4,17129.72706,759.72,3289.390588,14.66235294,10.69411765,337.2776471,57.23058824,337.2776471,2595.307059,0.5
31,20,2.1,20,3.6,15,2,20122.24311,782.1520958,635.9293413,17.26706587,9.271856287,348.1724551,68.26586826,348.1724551,2592.071856,0.55
32,18,1.9,14,1.3,30,2.2,26587.06998,806.3632933,27.62572899,13.77392796,8.1135506,392.7440823,90.58284734,392.7440823,2648.301887,0.57
33,21,2.5,18,3.4,14,1,20945.32075,1701.096698,269.7264151,15.56603774,9.330188679,414.754717,160.4433962,414.754717,2638.511792,0.5
34,17,2.5,28,2.2,13,1.2,39145.7672,207.348545,74.7228836,11.67261905,7.933862434,477.8267196,206.6660053,477.8267196,2654.546958,0.48
35,17,1.7,15,2.6,21,2.7,30426.02294,2870.684693,12.4884114,13.11974891,9.283679382,473.6784162,220.546113,473.6784162,2668.465476,0.47
36,18,2.8,20,2.5,12,1.3,27103.62464,1420.839703,4334.756988,13.41357673,9.250427838,425.173417,154.0387906,425.173417,2611.066743,0.52
37,24,3,22,2.7,10,1,22379.37726,1974.440433,4143.629964,16.06859206,10.05054152,351.4422383,101.7021661,351.4422383,2629.709386,0.49
38,23,2.5,16,1.9,18,1.6,15879.51724,1952.689655,450.3908046,13.01149425,9.885057471,363.9885057,132.0804598,363.9885057,2450.528736,0.37
39,18,2.3,22,2.5,18,2,24491.18321,1672.010687,62.41526718,12.21984733,9.410687023,419.4900763,151.7526718,419.4900763,2607.363359,0.43
40,19,1.9,17,1.8,22,2.8,27870.21285,1231.184739,153.0080321,18.54417671,11,406.1485944,130.2730924,406.1485944,2654.283133,0.48
41,24,2.1,23,2.8,15,1.5,20910.82772,2577.112645,19.05742684,10.85035892,8.309221425,471.9508559,219.2948647,471.9508559,2595.858642,0.5
42,22,2.8,18,1.6,18,1.7,21614.77711,3242.594145,1988.599468,14.30339321,7.421823021,441.9274784,193.992016,441.9274784,2545.101796,0.54
43,19,3.1,14,1.4,21,3,21215.88764,2711.820225,125.6292135,12.99438202,10.30337079,378.0280899,126.4662921,378.0280899,2553.376404,0.49
44,21,2.2,23,3.2,15,1.4,27324.12686,2112.773471,167.1766927,11.10168638,9.158066952,476.8998238,202.2129373,476.8998238,2544.105714,0.49
45,19,2,16,1,24,4.5,22257.54988,2989.761021,740.1763341,13.62180974,10.36890951,370.4593968,116.2088167,370.4593968,2545.12065,0.45
46,19,2.4,23,2.3,20,2,21685.92205,2648.596882,38.54342984,10.6013363,8.703786192,455.5723831,205.0267261,455.5723831,2557.240535,0.38
47,21,2.4,21,2.9,15,1.8,26574.26137,2409.225806,55.1497105,13.28784119,9.668320926,424.1356493,162.070306,424.1356493,2625.61373,0.44
48,16,2.2,18,3.3,16,1.9,22741.13382,4660.925791,21.57785888,11.59245742,9.46593674,497.2457421,253.4562044,497.2457421,2523.090024,0.53
49,19,3.1,19,2,15,1.7,21805.51075,3444.043011,15.01344086,12.26478495,7.971774194,429.7056452,173.594086,429.7056452,2559.467742,0.48
50,18,2.5,25,3.4,21,1.7,11530.99086,830.6252285,6753.223035,17.0786106,10.0749543,304.7477148,61.9250457,304.7477148,2459.003656,0.49
51,26,3.2,13,2.3,17,1.3,25717.90708,594.1415929,190.5619469,17.82300885,9.907079646,355.9823009,93.21238938,355.9823009,2740.323009,0.47
52,18,2.3,22,3,23,1.7,22132.80838,2495.137725,47.94610778,12.79640719,11.23952096,401.0299401,149.5568862,401.0299401,2554.179641,0.49
53,21,2.6,23,2.9,18,2.4,19399.35823,5392.789765,51.74135546,12.54218534,9.821576763,489.7012448,241.6846473,489.7012448,2527.856155,0.43
54,25,3.1,15,1.8,18,1.9,20238.52967,1718.399421,2159.206946,11.78437048,8.068017366,400.1230101,164.2807525,400.1230101,2536.920405,0.41
55,24,3.1,12,1.2,21,2.7,17806.51515,636.3674242,1163.170455,15.89393939,9.303030303,368.7992424,150.4015152,368.7992424,2565.840909,0.45
56,12,1.9,22,2.6,18,1.7,23712.50126,4627.730769,10.75031526,9.199873897,8.596469105,432.425599,129.1229508,432.425599,2534.209332,0.5
57,22,3.1,15,1.8,15,1.8,10516.62543,974.7216495,4400.247423,13.13058419,8.171821306,349.3883162,86.42611684,349.3883162,2489.168385,0.47
58,16,1.7,19,1.8,17,3.1,20782.94569,1686.735955,1963.151685,10.32022472,8.511235955,359.335206,106.2827715,359.335206,2640.32397,0.44
59,21,2.7,15,1.4,18,1.5,27081.41916,2597.615768,53.09780439,8.709580838,12.50199601,417.1197605,126.1127745,417.1197605,2522.699601,0.45
60,23,3.1,13,1.6,18,2.3,16361.94581,1664.330049,226.5221675,13.90640394,8.556650246,370.2561576,125.044335,370.2561576,2574.192118,0.36
61,18,2.8,15,2.2,18,2,18560.84916,3853.740223,68.62569832,6.634078212,7.983240223,504.5782123,175.6452514,504.5782123,2208.843575,0.55
62,20,2.5,21,3,19,2,13673.68547,895.3102564,560.9820513,16.23931624,9.115384615,415.1948718,83.0042735,415.1948718,2529.789744,0.44
63,16,1.8,13,1.8,14,3.1,24353.72149,3039.825446,20.4522886,13.90535299,7.77734678,443.8719938,171.5702095,443.8719938,2604,0.5
64,27,2.8,26,2.8,10,1.2,17209.6455,1544.489418,424.2830688,17.00529101,10.66666667,347.0820106,89.78306878,347.0820106,2587.613757,0.5
65,28,2.9,15,1.5,22,2.5,15423.075,377.8875,96.8,15.9625,10.7125,319.2625,81.0625,319.2625,2464.9375,0.42
66,25,2,15,2.1,19,2.8,10494.27451,1043.470588,6013.882353,14.39215686,9.215686275,310.8823529,74.1372549,310.8823529,2538.941176,0.31
67,21,2.3,23,1.8,16,1.9,32141.5415,1557.504049,17.65890688,17.35323887,8.180161943,447.3643725,205.7530364,447.3643725,2646.63664,0.52
68,20,1.9,20,2.2,23,2.6,18371.4665,484.6898263,306.707196,19.808933,9.322580645,340.1488834,53.46401985,340.1488834,2626.007444,0.54
69,26,3.5,11,0.9,15,2.1,19204.44828,839.9206897,82.4862069,12.04482759,9.075862069,424.5724138,135.6206897,424.5724138,2551.5,0.39
70,24,3.3,18,2.1,16,1.5,26602.34588,1918.70922,662.5286416,9.36061102,8.308237861,457.1620295,153.3060556,457.1620295,2493.735406,0.55
71,29,2.7,17,1.7,14,1.8,19920.75758,841.5685426,402.1596922,23.03126503,10.13804714,360.5016835,80.13468013,360.5016835,2590.262145,0.51
72,19,2.1,19,2.8,19,2.1,24972.74516,2072.36129,26.78709677,14.23870968,10.34516129,430.3225806,186.2935484,430.3225806,2648.048387,0.46
73,25,2.1,16,1.2,25,1.8,23683.44499,3190.89246,14.92088999,11.22620519,7.860321384,703.8590853,261.5067985,703.8590853,2479.592089,0.5
74,18,2.4,14,1.9,14,4,26674.54505,2402.60785,30.09009346,12.82056075,7.567850467,450.1543925,157.3476636,450.1543925,2565.219065,0.5
75,19,2.7,22,3,25,2.5,20498.04789,1250.463687,100.4573025,17.2330407,10.05985634,364.7877095,101.528332,364.7877095,2648.438148,0.49
76,19,2.6,24,2,28,2.7,25274.34043,1324.738602,31.27659574,9.361702128,9.319148936,407.3069909,151.0942249,407.3069909,2601.021277,0.43
77,25,3.3,16,1,17,1.4,14851.72932,4314.545113,635.4774436,11.17293233,7.939849624,407.887218,163.8609023,407.887218,2411.725564,0.51
78,23,3.2,22,2,14,1.6,19790.63174,1783.691617,584.4011976,13.54191617,8.200598802,407.2934132,155.5179641,407.2934132,2535.997006,0.49
79,23,2.6,18,2.2,21,2.7,16508.92424,657.0075758,279.9318182,15.35606061,10.40909091,319.6666667,75.83333333,319.6666667,2577.181818,0.39
80,18,2.4,24,2.7,13,1.4,13416.26816,3472.418994,125.5642458,8.787709497,7.262569832,405.8603352,196.9553073,405.8603352,2505.223464,0.39
81,22,3.2,14,2.1,18,1.2,25235.22646,3287.819077,22.712,10.76738462,8.351384615,464.2812308,161.4104615,464.2812308,2573.812923,0.56
82,24,1.6,23,1.4,20,1.6,26343.03699,5413.930137,47.53013699,6.865753425,8.797260274,563.3054795,227.1630137,563.3054795,2353.235616,0.51
83,25,3.6,15,2,20,1.8,7882.44213,686.6550926,5862.678241,14.79861111,7.787037037,294.4976852,73.57175926,294.4976852,2538.831019,0.51
84,25,3.5,14,1.6,15,2,16792.56328,565.5390819,399.2531017,17.07816377,9.364764268,344.4528536,59.69416873,344.4528536,2533.638958,0.53
85,22,2.4,10,0.8,27,2.8,15079.00368,720.7628676,2129.509191,20.25183824,9.520220588,342.6801471,90.03492647,342.6801471,2586.746324,0.53
86,21,2,19,2.1,25,2.7,11826.74749,352.8311037,386.0334448,18.1722408,10.90468227,295.5568562,65.1270903,295.5568562,2590.986622,0.39
87,21,2.4,15,1.4,20,2.5,15610.43175,364.1650794,335.1460317,18.33333333,10.95238095,304.8666667,56.25714286,304.8666667,2578.631746,0.44
88,19,2.3,19,2.2,18,2.1,20366.18274,800.9847716,196.2081218,13.48984772,8.723350254,378.2055838,79.1142132,378.2055838,2635.489848,0.51
89,22,2.8,21,3.2,21,2,15376.56989,2007.204301,168.6774194,13.30107527,8.032258065,411.1612903,206.5376344,411.1612903,2627.924731,0.44
90,16,2.3,15,1.6,23,2.8,14549.49188,469.4106729,2587.204176,15.98143852,8.429234339,347.8561485,122.0904872,347.8561485,2626.693735,0.47
91,17,2.2,14,1.6,23,1.7,9707.518519,536.3037037,7846.725926,16.48888889,10.45925926,279.6444444,49.65925926,279.6444444,2450.62963,0.42
